"","Pclass","Sex","Age","SibSp","Parch","Fare","Cabin","Embarked","Title","PassengerId","Survived"
"834","3","male",23,"0","0",7.8542,"U","S","Mr","834","0"
"835","3","male",18,"0","0",8.3,"U","S","Mr","835","0"
"836","1","female",39,"1","1",83.1583,"6","C","Miss","836","1"
"837","3","male",21,"0","0",8.6625,"U","S","Mr","837","0"
"838","3","male",28.4572031846922,"0","0",8.05,"U","S","Mr","838","0"
"839","3","male",32,"0","0",56.4958,"U","S","Mr","839","1"
"840","1","male",36.6057861305497,"0","0",29.7,"4","C","Mr","840","1"
"841","3","male",20,"0","0",7.925,"U","S","Mr","841","0"
"842","2","male",16,"0","0",10.5,"U","S","Mr","842","0"
"843","1","female",30,"0","0",31,"U","C","Miss","843","1"
"844","3","male",34.5,"0","0",6.4375,"U","C","Mr","844","0"
"845","3","male",17,"0","0",8.6625,"U","S","Mr","845","0"
"846","3","male",42,"0","0",7.55,"U","S","Mr","846","0"
"847","3","male",19.0211626344086,"8","2",69.55,"U","S","Mr","847","0"
"848","3","male",35,"0","0",7.8958,"U","C","Mr","848","0"
"849","2","male",28,"0","1",33,"U","S","Rev","849","0"
"850","1","female",35.8567532375519,"1","0",89.1042,"4","C","Mrs","850","1"
"851","3","male",4,"4","2",31.275,"U","S","Master","851","0"
"852","3","male",74,"0","0",7.775,"U","S","Mr","852","0"
"853","3","female",9,"1","1",15.2458,"U","C","Miss","853","0"
"854","1","female",16,"0","1",39.4,"5","S","Miss","854","1"
"855","2","female",44,"1","0",26,"U","S","Mrs","855","0"
"856","3","female",18,"0","1",9.35,"U","S","Mrs","856","1"
"857","1","female",45,"1","1",164.8667,"U","S","Mrs","857","1"
"858","1","male",51,"0","0",26.55,"6","S","Mr","858","1"
"859","3","female",24,"0","3",19.2583,"U","C","Mrs","859","1"
"860","3","male",26.5938563643443,"0","0",7.2292,"U","C","Mr","860","0"
"861","3","male",41,"2","0",14.1083,"U","S","Mr","861","0"
"862","2","male",21,"1","0",11.5,"U","S","Mr","862","0"
"863","1","female",48,"0","0",25.9292,"5","S","Mrs","863","1"
"864","3","female",15.5754733410087,"8","2",69.55,"U","S","Miss","864","0"
"865","2","male",24,"0","0",13,"U","S","Mr","865","0"
"866","2","female",42,"0","0",13,"U","S","Mrs","866","1"
"867","2","female",27,"1","0",13.8583,"U","C","Miss","867","1"
"868","1","male",31,"0","0",50.4958,"2","S","Mr","868","0"
"869","3","male",27.3201880880932,"0","0",9.5,"U","S","Mr","869","0"
"870","3","male",4,"1","1",11.1333,"U","S","Master","870","1"
"871","3","male",26,"0","0",7.8958,"U","S","Mr","871","0"
"872","1","female",47,"1","1",52.5542,"5","S","Mrs","872","1"
"873","1","male",33,"0","0",5,"3","S","Mr","873","0"
"874","3","male",47,"0","0",9,"U","S","Mr","874","0"
"875","2","female",28,"1","0",24,"U","C","Mrs","875","1"
"876","3","female",15,"0","0",7.225,"U","C","Miss","876","1"
"877","3","male",20,"0","0",9.8458,"U","S","Mr","877","0"
"878","3","male",19,"0","0",7.8958,"U","S","Mr","878","0"
"879","3","male",27.9267852258606,"0","0",7.8958,"U","S","Mr","879","0"
"880","1","female",56,"0","1",83.1583,"4","C","Mrs","880","1"
"881","2","female",25,"0","1",26,"U","S","Mrs","881","1"
"882","3","male",33,"0","0",7.8958,"U","S","Mr","882","0"
"883","3","female",22,"0","0",10.5167,"U","S","Miss","883","0"
"884","2","male",28,"0","0",10.5,"U","S","Mr","884","0"
"885","3","male",25,"0","0",7.05,"U","S","Mr","885","0"
"886","3","female",39,"0","5",29.125,"U","Q","Mrs","886","0"
"887","2","male",27,"0","0",13,"U","S","Rev","887","0"
"888","1","female",19,"0","0",30,"3","S","Miss","888","1"
"889","3","female",5.50037987015043,"1","2",23.45,"U","S","Miss","889","0"
"890","1","male",26,"0","0",30,"4","C","Mr","890","1"
"891","3","male",32,"0","0",7.75,"U","Q","Mr","891","0"
